gru_risk,rl_risk,academic_issue,days_since_last_login,alerts_sent,alerts_responded,engagement_score
HIGH,HIGH,1,7,3,0,1.902
LOW,LOW,1,5,4,1,4.578
LOW,LOW,1,3,5,0,1.294
LOW,LOW,1,0,3,0,0.3
LOW,LOW,1,5,0,0,1.3279999999999998
HIGH,HIGH,1,8,3,0,0.6
HIGH,HIGH,1,6,1,0,0.642
HIGH,HIGH,1,7,1,0,1.64
LOW,LOW,1,4,5,0,0.0
LOW,LOW,1,5,3,0,0.308
LOW,LOW,1,3,1,0,0.0999999999999999
LOW,LOW,1,1,0,0,1.296
HIGH,HIGH,0,9,0,0,4.042
LOW,LOW,1,5,3,2,2.4073333333333333
HIGH,HIGH,1,9,0,0,5.406
HIGH,HIGH,1,8,4,2,4.618
HIGH,HIGH,0,6,0,0,2.474
LOW,LOW,1,0,1,0,2.854
LOW,LOW,0,0,3,1,0.8586666666666667
HIGH,HIGH,0,7,5,1,3.682
HIGH,HIGH,1,6,3,1,0.7566666666666666
HIGH,HIGH,0,7,2,1,3.458
LOW,LOW,0,1,3,1,4.988666666666667
HIGH,HIGH,0,9,5,1,3.742
LOW,LOW,0,3,0,0,2.034
HIGH,HIGH,1,6,2,0,4.602
LOW,LOW,1,5,2,1,5.645999999999999
LOW,LOW,0,5,5,2,4.058
HIGH,HIGH,0,7,2,1,3.5600000000000005
LOW,LOW,1,4,3,2,3.947333333333333
LOW,LOW,1,4,5,2,2.69
HIGH,HIGH,0,9,2,0,4.756
LOW,LOW,1,2,0,0,4.292
HIGH,HIGH,1,8,3,1,2.720666666666667
HIGH,HIGH,0,9,4,2,3.156
LOW,LOW,0,4,0,0,2.962
HIGH,HIGH,1,9,0,0,5.464
HIGH,HIGH,1,7,5,2,6.146
HIGH,HIGH,0,7,5,3,5.75
LOW,LOW,0,0,1,0,1.1
LOW,LOW,1,5,1,0,2.864
LOW,LOW,1,2,4,1,2.926
LOW,LOW,0,0,1,0,1.0499999999999998
HIGH,HIGH,1,9,2,1,2.832
LOW,LOW,1,5,4,2,4.965999999999999
HIGH,HIGH,0,6,1,0,2.64
HIGH,HIGH,1,8,0,0,4.796
HIGH,HIGH,1,9,5,2,3.62
LOW,LOW,1,0,0,0,2.756
HIGH,HIGH,0,6,2,1,2.85
LOW,LOW,1,0,0,0,3.91
LOW,LOW,0,5,1,0,2.1
LOW,LOW,1,1,3,1,2.998666666666667
LOW,LOW,1,1,3,1,2.264666666666667
LOW,LOW,1,2,0,0,2.592
LOW,LOW,1,4,3,1,2.9106666666666667
LOW,LOW,1,4,3,2,2.6653333333333333
LOW,LOW,1,2,0,0,3.618
LOW,LOW,1,0,5,2,1.7080000000000002
LOW,LOW,1,5,2,1,3.642
HIGH,HIGH,0,7,2,1,3.834
LOW,LOW,1,3,2,1,3.034
HIGH,HIGH,1,6,1,0,1.522
LOW,LOW,1,5,3,0,0.352
LOW,LOW,1,2,2,0,1.248
LOW,LOW,1,2,2,0,1.298
HIGH,HIGH,1,6,5,0,0.65
HIGH,HIGH,1,7,3,0,1.236
HIGH,HIGH,1,9,2,0,2.176
LOW,LOW,1,2,0,0,0.96
HIGH,HIGH,1,6,1,0,0.392
LOW,LOW,1,0,2,0,0.6659999999999999
HIGH,HIGH,1,9,1,0,1.286
LOW,LOW,1,5,2,0,0.96
LOW,LOW,1,2,1,0,0.6779999999999999
LOW,LOW,1,5,4,0,0.6
LOW,LOW,1,0,2,0,1.552
LOW,LOW,1,0,2,0,0.3
LOW,LOW,1,5,3,0,0.0
LOW,LOW,1,2,0,0,0.932
LOW,LOW,1,3,1,0,0.046
LOW,LOW,1,5,4,0,0.964
LOW,LOW,1,5,5,3,0.5840000000000001
LOW,LOW,0,4,3,1,4.776666666666667
LOW,LOW,1,5,4,2,2.3720000000000003
HIGH,HIGH,1,8,5,1,5.136
HIGH,HIGH,1,8,3,1,4.222666666666667
LOW,LOW,1,5,0,0,2.254
HIGH,HIGH,1,9,2,1,3.59
HIGH,HIGH,1,9,3,1,2.0986666666666665
LOW,LOW,0,0,1,0,5.586
LOW,LOW,1,4,4,1,4.188
LOW,LOW,1,0,0,0,0.362
LOW,LOW,0,0,3,1,3.770666666666667
HIGH,HIGH,1,6,4,3,2.002
HIGH,HIGH,1,8,2,1,3.538
HIGH,HIGH,1,9,5,3,3.926
HIGH,HIGH,0,6,4,1,4.457999999999999
LOW,LOW,1,3,1,0,4.156
LOW,LOW,1,3,5,2,0.986
LOW,LOW,1,1,0,0,0.382
HIGH,HIGH,0,9,0,0,2.4240000000000004
HIGH,HIGH,0,6,3,1,1.3606666666666667
HIGH,HIGH,0,6,1,0,1.158
LOW,LOW,0,5,5,1,3.112
HIGH,HIGH,1,9,5,2,2.054
HIGH,HIGH,1,6,3,1,1.9486666666666663
LOW,LOW,0,5,1,0,2.328
LOW,LOW,0,4,1,0,4.586
LOW,LOW,1,2,3,1,3.8826666666666663
LOW,LOW,1,1,4,2,0.7959999999999999
LOW,LOW,1,3,4,1,2.356
LOW,LOW,0,1,4,2,2.5500000000000003
LOW,LOW,0,1,0,0,4.676
LOW,LOW,0,0,0,0,3.068
HIGH,HIGH,0,7,3,1,4.4046666666666665
LOW,LOW,0,2,5,3,2.9160000000000004
HIGH,HIGH,0,6,0,0,3.036
LOW,LOW,0,2,0,0,2.326
LOW,LOW,1,3,5,3,5.248
LOW,LOW,1,4,4,1,4.3
HIGH,HIGH,0,9,2,0,3.73
HIGH,HIGH,1,9,0,0,3.84
HIGH,HIGH,1,9,4,2,3.3800000000000003
LOW,LOW,1,4,1,0,2.546
LOW,LOW,1,5,3,2,3.769333333333333
HIGH,HIGH,0,8,2,0,3.368
HIGH,HIGH,0,8,4,3,2.18
LOW,LOW,0,2,3,1,2.456666666666667
HIGH,HIGH,0,8,2,1,1.836
LOW,LOW,1,5,2,1,3.346
HIGH,HIGH,0,7,5,4,1.568
LOW,LOW,1,4,5,0,0.606
HIGH,HIGH,1,8,5,0,0.974
HIGH,HIGH,1,9,1,0,0.94
HIGH,HIGH,1,9,5,1,1.7280000000000002
HIGH,HIGH,1,7,3,0,0.412
HIGH,HIGH,1,7,0,0,1.854
LOW,LOW,1,2,4,0,0.0
HIGH,HIGH,1,6,2,0,0.028
LOW,LOW,1,4,2,0,0.366
LOW,LOW,1,3,2,0,1.292
HIGH,HIGH,1,7,2,1,3.616
LOW,LOW,1,4,0,0,1.614
HIGH,HIGH,0,7,1,0,3.43
LOW,LOW,0,4,1,0,1.536
HIGH,HIGH,0,7,1,0,3.298
LOW,LOW,0,4,3,2,3.437333333333333
HIGH,HIGH,0,7,0,0,2.088
HIGH,HIGH,0,9,1,0,4.302
LOW,LOW,0,4,3,1,1.7826666666666666
LOW,LOW,1,2,2,0,2.554
LOW,LOW,1,4,4,2,5.841999999999999
LOW,LOW,0,2,2,1,4.706
HIGH,HIGH,0,8,1,0,5.648
LOW,LOW,1,0,0,0,5.412
LOW,LOW,0,1,1,0,5.771999999999999
LOW,LOW,1,3,4,3,3.32
HIGH,HIGH,0,6,3,2,6.241333333333333
HIGH,HIGH,0,8,1,0,6.894
LOW,LOW,0,1,4,3,8.290000000000001
LOW,LOW,0,4,5,3,4.73
LOW,LOW,1,3,0,0,2.884
LOW,LOW,1,2,2,1,4.648
LOW,LOW,0,4,0,0,4.294
LOW,LOW,1,3,5,3,2.102
LOW,LOW,0,0,4,2,1.866
LOW,LOW,0,5,3,2,3.485333333333333
HIGH,HIGH,0,6,1,0,2.738
LOW,LOW,1,2,4,2,2.362
HIGH,HIGH,1,8,1,0,2.546
LOW,LOW,1,1,1,0,5.088
HIGH,HIGH,0,7,2,0,2.4320000000000004
LOW,LOW,0,5,3,1,0.8166666666666667
LOW,LOW,0,0,1,0,1.4959999999999998
HIGH,HIGH,1,7,4,1,3.934
LOW,LOW,1,5,2,1,2.406
LOW,LOW,1,4,0,0,3.518
HIGH,HIGH,1,8,0,0,4.545999999999999
LOW,LOW,1,0,1,0,4.246
LOW,LOW,0,0,3,1,4.7026666666666666
LOW,LOW,0,4,5,3,3.72
LOW,LOW,1,0,4,2,1.6880000000000002
LOW,LOW,0,4,5,3,5.15
LOW,LOW,1,3,2,1,1.6780000000000002
HIGH,HIGH,0,9,5,3,4.682
HIGH,HIGH,0,7,5,2,3.07
HIGH,HIGH,0,9,1,0,6.214
HIGH,HIGH,1,8,5,3,0.72
LOW,LOW,0,5,3,2,3.161333333333333
HIGH,HIGH,0,6,5,3,0.764
LOW,LOW,1,1,5,2,4.3
LOW,LOW,0,4,5,2,5.0680000000000005
LOW,LOW,0,2,1,0,3.69
LOW,LOW,1,4,0,0,1.02
LOW,LOW,0,1,0,0,2.696
LOW,LOW,0,5,2,1,0.886
LOW,LOW,0,2,1,0,2.424
LOW,LOW,0,0,0,0,4.388
HIGH,HIGH,0,9,5,3,0.936
LOW,LOW,1,1,5,4,4.066
HIGH,HIGH,1,6,1,0,2.504
LOW,LOW,1,2,3,2,4.681333333333334
HIGH,HIGH,1,6,5,2,2.734
LOW,LOW,0,4,2,1,2.508
HIGH,HIGH,1,8,4,1,3.254
LOW,LOW,0,3,5,3,3.382
HIGH,HIGH,0,8,5,2,1.918
HIGH,HIGH,0,7,4,1,3.39
LOW,LOW,1,0,4,1,3.686
LOW,LOW,0,2,3,1,3.1086666666666667
LOW,LOW,0,4,2,1,2.182
HIGH,HIGH,1,9,3,0,0.656
LOW,LOW,1,2,1,0,1.242
LOW,LOW,1,2,3,0,1.612
LOW,LOW,1,2,2,0,1.334
LOW,LOW,1,0,1,0,0.106
LOW,LOW,1,2,4,0,0.008
HIGH,HIGH,1,9,3,0,0.3
HIGH,HIGH,1,9,1,0,0.354
HIGH,HIGH,1,9,2,0,1.204
HIGH,HIGH,1,6,0,0,0.0
HIGH,HIGH,1,8,2,1,6.617999999999999
LOW,LOW,0,2,4,2,3.1899999999999995
HIGH,HIGH,1,7,2,1,8.088
LOW,LOW,0,2,3,2,5.741333333333333
HIGH,HIGH,0,6,5,4,8.492
HIGH,HIGH,0,9,5,4,5.152
LOW,LOW,0,2,1,0,4.143999999999999
LOW,LOW,1,4,4,4,6.932
HIGH,HIGH,0,8,1,1,3.85
LOW,LOW,0,4,4,3,6.5360000000000005
LOW,LOW,1,5,3,0,0.6659999999999999
LOW,LOW,1,0,1,0,0.716
LOW,LOW,1,1,1,0,1.218
LOW,LOW,1,2,5,0,1.626
LOW,LOW,1,2,3,0,0.006
LOW,LOW,1,4,2,0,0.072
HIGH,HIGH,1,6,3,0,1.342
HIGH,HIGH,1,7,2,0,1.314
LOW,LOW,1,4,3,0,0.3
LOW,LOW,1,4,4,0,0.3
LOW,LOW,1,0,2,0,0.944
LOW,LOW,1,3,1,0,1.97
HIGH,HIGH,1,9,4,1,1.582
LOW,LOW,1,2,0,0,0.012
HIGH,HIGH,1,7,4,0,0.982
LOW,LOW,1,0,1,0,1.63
HIGH,HIGH,1,6,0,0,1.924
LOW,LOW,1,0,5,0,1.222
LOW,LOW,1,1,5,1,0.048
LOW,LOW,1,0,0,0,1.574
HIGH,HIGH,0,8,2,0,2.06
LOW,LOW,1,1,0,0,3.944
LOW,LOW,1,1,0,0,2.874
HIGH,HIGH,0,7,2,0,3.072
HIGH,HIGH,1,8,0,0,2.3160000000000003
HIGH,HIGH,0,7,2,1,3.17
HIGH,HIGH,1,8,3,2,3.721333333333333
LOW,LOW,1,5,2,0,3.514
HIGH,HIGH,1,9,1,0,1.904
LOW,LOW,0,1,2,1,3.84
LOW,LOW,1,4,4,2,6.532
LOW,LOW,0,0,0,0,4.042
LOW,LOW,1,3,4,3,5.856
HIGH,HIGH,0,9,5,5,6.502000000000001
LOW,LOW,0,1,5,3,6.322000000000001
HIGH,HIGH,1,9,0,0,4.814
LOW,LOW,0,1,1,1,7.424
LOW,LOW,0,2,3,2,6.391333333333335
HIGH,HIGH,1,6,1,0,5.42
LOW,LOW,0,4,1,0,7.861999999999999
HIGH,HIGH,1,6,4,1,2.9519999999999995
LOW,LOW,0,0,1,0,2.678
LOW,LOW,1,5,0,0,1.302
LOW,LOW,1,3,3,1,1.6506666666666667
HIGH,HIGH,1,8,4,1,3.36
LOW,LOW,1,2,0,0,1.62
LOW,LOW,0,1,0,0,0.506
HIGH,HIGH,1,6,1,0,2.006
HIGH,HIGH,1,7,1,0,1.004
LOW,LOW,1,2,3,1,2.1366666666666667
LOW,LOW,0,3,4,1,6.618
LOW,LOW,1,3,2,0,2.642
HIGH,HIGH,0,9,2,1,1.26
LOW,LOW,1,0,3,1,3.190666666666667
LOW,LOW,1,5,1,0,0.626
HIGH,HIGH,0,6,5,1,1.15
HIGH,HIGH,0,9,0,0,3.638
LOW,LOW,1,1,0,0,5.438
HIGH,HIGH,1,8,2,1,4.609999999999999
LOW,LOW,0,5,3,1,6.704666666666666
LOW,LOW,1,4,4,0,0.3379999999999999
LOW,LOW,1,2,1,0,1.632
LOW,LOW,1,4,1,0,2.234
LOW,LOW,1,5,0,0,1.298
LOW,LOW,1,2,3,0,1.0779999999999998
HIGH,HIGH,1,9,4,0,0.6
LOW,LOW,1,2,0,0,1.296
HIGH,HIGH,1,6,4,0,0.982
LOW,LOW,1,2,4,1,1.068
LOW,LOW,0,3,4,1,0.906
LOW,LOW,0,5,3,2,2.797333333333333
HIGH,HIGH,1,7,5,1,1.336
HIGH,HIGH,0,9,0,0,2.7
LOW,LOW,0,2,5,4,1.5539999999999998
LOW,LOW,1,5,3,1,4.246666666666667
HIGH,HIGH,1,9,3,1,2.1006666666666667
LOW,LOW,1,4,5,4,2.5380000000000003
LOW,LOW,0,1,3,1,1.5226666666666666
HIGH,HIGH,1,6,2,1,2.746
LOW,LOW,1,5,1,0,3.214
HIGH,HIGH,1,8,1,0,2.584
LOW,LOW,0,1,0,0,3.3800000000000003
HIGH,HIGH,0,9,1,0,0.848
LOW,LOW,1,5,0,0,2.994
LOW,LOW,1,0,0,0,6.108
HIGH,HIGH,0,9,4,1,0.8140000000000001
LOW,LOW,0,3,0,0,4.674
LOW,LOW,1,1,1,0,3.854
HIGH,HIGH,0,8,1,0,1.41
HIGH,HIGH,1,8,2,1,1.6760000000000002
LOW,LOW,1,0,4,2,2.604
LOW,LOW,1,0,5,2,0.98
LOW,LOW,0,1,2,1,4.73
LOW,LOW,1,0,4,0,2.908
HIGH,HIGH,1,6,3,1,3.262666666666667
LOW,LOW,1,2,0,0,2.228
LOW,LOW,0,0,2,1,1.536
LOW,LOW,1,2,2,1,5.231999999999999
LOW,LOW,0,3,3,0,3.694
LOW,LOW,0,2,5,1,3.1
LOW,LOW,0,2,5,4,1.254
HIGH,HIGH,1,8,3,1,4.236666666666666
HIGH,HIGH,0,6,3,2,4.785333333333334
HIGH,HIGH,1,6,0,0,2.896
HIGH,HIGH,0,8,3,2,1.2833333333333332
HIGH,HIGH,1,7,0,0,7.132
HIGH,HIGH,0,8,4,2,3.598
LOW,LOW,0,0,4,3,5.726
LOW,LOW,0,3,4,2,2.454
LOW,LOW,1,2,3,1,3.538666666666667
HIGH,HIGH,0,8,1,1,4.548
HIGH,HIGH,0,8,1,0,8.968
HIGH,HIGH,0,9,4,2,4.832
HIGH,HIGH,1,8,5,3,6.5520000000000005
HIGH,HIGH,0,6,3,3,5.746
HIGH,HIGH,0,6,5,4,6.524
LOW,LOW,0,4,0,0,5.944
LOW,LOW,0,5,5,4,7.376
LOW,LOW,1,2,0,0,5.802
LOW,LOW,0,2,5,2,5.754
LOW,LOW,0,5,3,1,5.392666666666667
LOW,LOW,0,4,2,1,4.8
LOW,LOW,0,1,1,0,5.981999999999999
LOW,LOW,1,4,3,3,6.039999999999999
LOW,LOW,0,0,4,3,3.584
HIGH,HIGH,0,7,1,0,6.526000000000001
HIGH,HIGH,1,8,4,3,4.882000000000001
HIGH,HIGH,0,8,2,1,9.416
LOW,LOW,0,2,5,4,4.632000000000001
HIGH,HIGH,0,9,4,3,6.824000000000001
LOW,LOW,1,1,2,1,4.322
LOW,LOW,0,2,0,0,2.396
HIGH,HIGH,0,7,4,3,6.1
HIGH,HIGH,0,6,0,0,5.698
LOW,LOW,1,3,5,4,6.938
LOW,LOW,1,1,0,0,5.702
LOW,LOW,0,0,4,4,7.056
LOW,LOW,0,1,2,1,5.688
HIGH,HIGH,1,7,0,0,5.1
LOW,LOW,0,5,5,5,5.8
LOW,LOW,0,1,3,2,7.389333333333333
LOW,LOW,0,0,0,0,4.632000000000001
LOW,LOW,0,3,2,1,6.1
LOW,LOW,0,5,5,4,4.846
LOW,LOW,0,1,2,1,6.652
LOW,LOW,1,0,1,0,6.736
LOW,LOW,0,4,4,3,6.0840000000000005
LOW,LOW,0,5,4,2,5.568
LOW,LOW,0,1,2,1,5.044
HIGH,HIGH,1,7,0,0,5.802
HIGH,HIGH,0,9,5,1,2.774
LOW,LOW,0,1,2,1,4.178
LOW,LOW,1,2,2,1,2.042
HIGH,HIGH,1,6,1,0,3.254
HIGH,HIGH,0,7,4,2,4.379999999999999
LOW,LOW,0,4,2,0,3.682
LOW,LOW,1,2,5,4,3.706
LOW,LOW,0,2,2,1,2.854
LOW,LOW,0,4,3,2,2.559333333333333
LOW,LOW,0,5,0,0,1.416
LOW,LOW,1,4,1,0,3.562
LOW,LOW,1,5,2,1,2.938
LOW,LOW,1,1,1,0,4.142
LOW,LOW,0,5,5,1,0.54
LOW,LOW,0,0,3,1,2.504666666666667
HIGH,HIGH,1,7,3,2,4.267333333333333
LOW,LOW,1,5,2,1,5.285999999999999
LOW,LOW,1,5,2,0,3.766
HIGH,HIGH,0,8,2,1,4.164
LOW,LOW,1,4,0,0,2.916
LOW,LOW,1,3,1,0,3.274
HIGH,HIGH,0,7,2,1,3.48
LOW,LOW,0,4,3,1,3.4626666666666672
HIGH,HIGH,0,9,2,1,4.812
LOW,LOW,0,5,1,0,2.048
HIGH,HIGH,1,7,0,0,3.174
LOW,LOW,0,1,1,0,4.045999999999999
LOW,LOW,1,0,3,1,1.9946666666666664
LOW,LOW,0,3,3,1,3.0886666666666667
LOW,LOW,0,0,5,3,2.276
LOW,LOW,0,2,4,3,5.132000000000001
LOW,LOW,0,2,1,0,7.172
HIGH,HIGH,0,8,0,0,3.744
HIGH,HIGH,0,8,0,0,6.368
HIGH,HIGH,0,9,3,2,5.445333333333334
HIGH,HIGH,1,6,5,4,5.858
HIGH,HIGH,0,9,5,4,6.386
LOW,LOW,0,3,0,0,4.372
LOW,LOW,0,0,0,0,4.039999999999999
LOW,LOW,0,5,3,2,6.697333333333334
LOW,LOW,1,1,2,1,5.114
LOW,LOW,0,3,0,0,6.2700000000000005
HIGH,HIGH,0,8,4,2,5.763999999999999
LOW,LOW,0,1,1,0,4.944
LOW,LOW,0,4,5,5,5.49
HIGH,HIGH,0,6,3,2,4.809333333333334
LOW,LOW,0,4,2,0,2.7
HIGH,HIGH,0,9,0,0,6.024
LOW,LOW,1,1,0,0,6.708
HIGH,HIGH,0,6,0,0,6.028
HIGH,HIGH,1,8,3,1,4.604666666666667
LOW,LOW,0,1,4,1,4.039999999999999
LOW,LOW,1,4,1,0,4.19
LOW,LOW,0,0,2,1,2.8920000000000003
LOW,LOW,1,1,3,1,4.884666666666666
LOW,LOW,0,5,4,2,1.208
HIGH,HIGH,1,7,4,1,3.192
HIGH,HIGH,0,9,4,2,0.5519999999999999
HIGH,HIGH,1,6,5,3,3.322
LOW,LOW,0,3,0,0,3.466
HIGH,HIGH,1,6,4,2,4.59
LOW,LOW,1,3,3,1,3.230666666666667
HIGH,HIGH,1,6,5,2,0.18
LOW,LOW,0,3,1,0,2.47
LOW,LOW,1,0,3,2,1.9973333333333327
LOW,LOW,1,1,5,3,3.082
LOW,LOW,0,1,5,3,5.106000000000001
HIGH,HIGH,0,6,4,2,4.676
LOW,LOW,1,2,5,2,1.6920000000000002
HIGH,HIGH,1,9,2,1,4.572
HIGH,HIGH,1,7,1,0,1.252
LOW,LOW,1,5,1,0,0.622
LOW,LOW,1,2,4,0,1.866
LOW,LOW,1,1,0,0,0.648
HIGH,HIGH,1,7,5,0,1.286
HIGH,HIGH,1,9,1,0,1.582
LOW,LOW,1,0,2,0,0.0
LOW,LOW,1,1,3,0,0.958
HIGH,HIGH,1,9,2,0,0.95
HIGH,HIGH,1,9,5,0,0.6
HIGH,HIGH,1,9,1,0,3.828
LOW,LOW,1,0,1,0,3.198
LOW,LOW,0,1,3,2,1.3313333333333333
LOW,LOW,0,3,2,1,4.718
HIGH,HIGH,1,9,0,0,1.59
LOW,LOW,1,5,5,3,1.17
LOW,LOW,1,5,4,2,2.982
LOW,LOW,1,3,3,2,4.255333333333334
HIGH,HIGH,0,7,3,1,4.172666666666666
HIGH,HIGH,1,9,0,0,0.314
LOW,LOW,1,5,0,0,1.288
HIGH,HIGH,0,9,0,0,3.344
HIGH,HIGH,0,7,2,1,3.3960000000000004
LOW,LOW,0,0,1,0,2.67
HIGH,HIGH,0,6,3,1,2.460666666666667
LOW,LOW,0,2,4,2,5.106
HIGH,HIGH,1,8,0,0,3.904
LOW,LOW,1,3,2,1,5.665999999999999
HIGH,HIGH,0,9,2,1,2.148
LOW,LOW,1,5,3,1,3.9326666666666665
HIGH,HIGH,0,6,3,1,2.510666666666667
LOW,LOW,1,4,0,0,2.018
LOW,LOW,1,4,0,0,4.444
LOW,LOW,1,3,1,0,3.878
LOW,LOW,1,4,4,2,4.322
HIGH,HIGH,1,6,2,1,2.394
LOW,LOW,1,5,3,1,0.6886666666666666
LOW,LOW,1,0,0,0,4.404
HIGH,HIGH,1,8,3,0,5.537999999999999
LOW,LOW,1,5,2,0,2.594
HIGH,HIGH,1,7,1,0,3.572
LOW,LOW,1,3,0,0,3.564
LOW,LOW,0,1,0,0,2.782
LOW,LOW,0,1,2,1,5.068
LOW,LOW,1,0,1,1,2.506
LOW,LOW,0,0,4,2,5.088
HIGH,HIGH,0,7,5,3,0.91
LOW,LOW,1,2,0,0,2.55
LOW,LOW,0,2,4,2,2.786
HIGH,HIGH,1,7,5,3,4.896
LOW,LOW,1,0,4,3,4.676
LOW,LOW,0,5,5,2,2.8040000000000003
HIGH,HIGH,0,6,0,0,2.696
HIGH,HIGH,0,7,3,1,2.504666666666667
LOW,LOW,1,4,2,0,3.822
HIGH,HIGH,1,9,5,3,1.7220000000000002
HIGH,HIGH,1,9,5,2,3.914
LOW,LOW,0,4,2,1,2.5240000000000005
LOW,LOW,0,2,3,1,3.1306666666666665
LOW,LOW,1,0,1,0,3.122
HIGH,HIGH,1,9,0,0,3.65
LOW,LOW,1,5,2,1,2.636
LOW,LOW,1,0,3,1,3.248666666666667
HIGH,HIGH,1,6,5,4,1.47
HIGH,HIGH,0,6,1,0,2.986
LOW,LOW,0,3,0,0,4.972
LOW,LOW,0,1,5,2,2.486
LOW,LOW,0,4,3,1,3.500666666666667
LOW,LOW,1,4,1,0,3.658
LOW,LOW,0,1,3,1,2.800666666666667
HIGH,HIGH,1,7,0,0,6.378
HIGH,HIGH,0,6,3,1,5.664666666666666
LOW,LOW,0,5,5,3,5.682
HIGH,HIGH,0,6,1,0,5.464
LOW,LOW,0,4,3,2,3.333333333333333
LOW,LOW,0,5,0,0,6.5920000000000005
LOW,LOW,1,2,0,0,2.854
LOW,LOW,0,5,0,0,7.612
LOW,LOW,1,1,1,0,6.062
LOW,LOW,1,0,3,2,8.439333333333334
LOW,LOW,1,5,4,0,1.342
HIGH,HIGH,1,8,0,0,0.6679999999999999
LOW,LOW,1,4,3,0,0.358
LOW,LOW,1,1,1,0,1.256
LOW,LOW,1,0,1,0,1.554
LOW,LOW,1,3,2,0,0.944
LOW,LOW,1,1,3,0,0.6
HIGH,HIGH,1,8,1,0,0.05
LOW,LOW,1,3,3,0,1.272
LOW,LOW,1,1,4,0,1.304
LOW,LOW,1,3,2,0,1.228
HIGH,HIGH,1,8,5,1,0.366
LOW,LOW,1,2,5,0,1.006
HIGH,HIGH,1,6,5,0,0.0999999999999999
LOW,LOW,1,0,0,0,1.604
LOW,LOW,1,4,3,0,0.6
LOW,LOW,1,5,3,0,0.8999999999999999
LOW,LOW,1,3,1,0,0.3
LOW,LOW,1,4,5,0,1.26
HIGH,HIGH,1,7,5,1,1.308
HIGH,HIGH,1,7,2,1,1.6940000000000002
LOW,LOW,1,0,5,3,3.724
LOW,LOW,0,4,0,0,2.782
LOW,LOW,0,5,5,3,1.2439999999999998
LOW,LOW,1,2,5,5,5.367999999999999
LOW,LOW,0,3,5,3,2.636
HIGH,HIGH,1,9,4,2,2.672
HIGH,HIGH,1,6,3,1,2.1346666666666665
HIGH,HIGH,1,9,3,0,4.64
HIGH,HIGH,0,7,2,0,2.4800000000000004
HIGH,HIGH,1,7,5,1,2.5
LOW,LOW,0,2,2,1,2.498
HIGH,HIGH,0,6,2,1,3.408
HIGH,HIGH,0,8,2,0,3.696
LOW,LOW,0,3,1,0,2.068
HIGH,HIGH,0,9,5,3,0.64
HIGH,HIGH,1,8,3,2,3.293333333333333
LOW,LOW,0,5,3,0,4.354
HIGH,HIGH,0,9,0,0,1.866
LOW,LOW,0,3,2,0,2.406
LOW,LOW,0,4,4,2,0.868
HIGH,HIGH,1,6,2,1,3.268
LOW,LOW,0,1,1,0,2.072
LOW,LOW,1,4,0,0,3.802
LOW,LOW,1,1,0,0,0.722
LOW,LOW,0,3,0,0,3.466
LOW,LOW,0,0,2,0,2.712
LOW,LOW,0,2,1,0,0.4579999999999999
LOW,LOW,0,5,4,2,6.06
LOW,LOW,1,2,5,4,2.5280000000000005
HIGH,HIGH,0,6,4,3,3.496
LOW,LOW,1,0,5,2,2.666
LOW,LOW,0,2,3,1,3.798666666666666
LOW,LOW,1,2,3,1,3.298666666666667
LOW,LOW,0,2,2,1,3.778
LOW,LOW,0,5,2,1,1.842
LOW,LOW,1,5,3,1,0.6906666666666667
HIGH,HIGH,0,8,3,1,3.1486666666666663
LOW,LOW,0,5,2,0,3.686
HIGH,HIGH,1,7,4,2,2.738
HIGH,HIGH,0,8,1,0,5.749999999999999
LOW,LOW,0,4,0,0,6.2700000000000005
LOW,LOW,0,0,4,3,5.554
HIGH,HIGH,0,8,4,2,6.201999999999999
LOW,LOW,1,5,4,3,3.346
LOW,LOW,1,5,2,1,6.842
HIGH,HIGH,1,7,1,0,4.16
HIGH,HIGH,0,6,3,2,5.565333333333333
HIGH,HIGH,0,6,5,5,4.529999999999999
LOW,LOW,0,0,2,2,4.628
LOW,LOW,0,0,0,0,5.322
LOW,LOW,0,4,1,0,3.072
LOW,LOW,0,4,0,0,6.232
HIGH,HIGH,1,8,5,4,6.3260000000000005
LOW,LOW,0,5,4,3,5.156000000000001
LOW,LOW,1,0,3,2,5.903333333333333
LOW,LOW,0,0,3,3,6.92
LOW,LOW,0,1,4,3,5.5120000000000005
LOW,LOW,0,4,2,1,5.638
LOW,LOW,0,1,5,2,5.224
LOW,LOW,1,0,3,1,2.622666666666667
LOW,LOW,1,2,0,0,3.538
LOW,LOW,0,3,2,0,2.442
HIGH,HIGH,1,6,3,2,1.4613333333333332
LOW,LOW,1,1,0,0,3.342
LOW,LOW,1,1,0,0,5.202
LOW,LOW,1,2,1,0,2.538
HIGH,HIGH,0,9,3,1,2.790666666666667
LOW,LOW,1,1,5,1,0.76
LOW,LOW,1,4,3,1,3.9366666666666665
LOW,LOW,0,4,2,1,5.917999999999999
LOW,LOW,0,1,5,5,3.808
LOW,LOW,0,3,5,4,7.71
LOW,LOW,1,5,5,3,3.3400000000000003
HIGH,HIGH,0,9,0,0,5.628
HIGH,HIGH,0,7,4,2,6.085999999999999
LOW,LOW,0,5,4,3,6.134
LOW,LOW,0,2,5,4,5.302
LOW,LOW,0,4,0,0,7.502
LOW,LOW,0,3,5,2,5.356
LOW,LOW,0,2,3,2,5.053333333333335
